head,relation,tail
author::jPKU5cAAAAAJ,writes,paper::1085
paper::1085,has topic,topic::28
paper::1085,published in,journal::Jurnal Pendidikan MIPA
author::jPKU5cAAAAAJ,writes,paper::1086
paper::1086,has topic,topic::32
paper::1086,published in,"journal::International Conference on Information Technology, Information"
author::jPKU5cAAAAAJ,writes,paper::1087
paper::1087,has topic,topic::24
paper::1087,published in,journal::PT. Sonpedia Publishing Indonesia
author::jPKU5cAAAAAJ,writes,paper::1088
paper::1088,has topic,topic::9
paper::1088,published in,journal::PT. Sonpedia Publishing Indonesia
author::jPKU5cAAAAAJ,writes,paper::1089
paper::1089,has topic,topic::12
paper::1089,published in,"journal::Proceedings of the  International Conference on Business, Law And"
author::jPKU5cAAAAAJ,writes,paper::1090
paper::1090,has topic,topic::34
paper::1090,published in,journal::J. IT-Edu
author::hrVTt4kAAAAJ,writes,paper::1091
author::VwvPnrcAAAAJ,writes,paper::1091
author::XdEn69YAAAAJ,writes,paper::1091
author::ZjPpHWsAAAAJ,writes,paper::1091
author::nyyfjCgAAAAJ,writes,paper::1091
paper::1091,has topic,topic::18
paper::1091,published in,journal::Journal of Innovation And Future Technology
author::hrVTt4kAAAAJ,writes,paper::1092
author::34CwHgkAAAAJ,writes,paper::1092
author::cY1QGVEAAAAJ,writes,paper::1092
author::FZ00CQ8AAAAJ,writes,paper::1092
paper::1092,has topic,topic::29
paper::1092,published in,journal::SATESI: Jurnal Sains Teknologi dan Sistem Informasi
author::hrVTt4kAAAAJ,writes,paper::1093
author::XdEn69YAAAAJ,writes,paper::1093
author::34CwHgkAAAAJ,writes,paper::1093
author::FZ00CQ8AAAAJ,writes,paper::1093
author::cY1QGVEAAAAJ,writes,paper::1093
paper::1093,has topic,topic::24
paper::1093,published in,journal::Jurnal Ilmu Komputer dan Multimedia
author::hrVTt4kAAAAJ,writes,paper::1094
paper::1094,has topic,topic::57
paper::1094,published in,journal::Jurnal Teknologi Informasi: Jurnal Keilmuan dan Aplikasi Bidang Teknik
author::XdEn69YAAAAJ,writes,paper::1095
paper::1095,has topic,topic::58
paper::1095,published in,journal::Jurnal Abdimas Kesehatan (JAK)
author::XdEn69YAAAAJ,writes,paper::1096
author::34CwHgkAAAAJ,writes,paper::1096
author::FZ00CQ8AAAAJ,writes,paper::1096
author::cY1QGVEAAAAJ,writes,paper::1096
paper::1096,has topic,topic::28
paper::1096,published in,journal::Sistemasi: Jurnal Sistem Informasi
author::XdEn69YAAAAJ,writes,paper::1097
author::34CwHgkAAAAJ,writes,paper::1097
author::FZ00CQ8AAAAJ,writes,paper::1097
author::cY1QGVEAAAAJ,writes,paper::1097
paper::1097,has topic,topic::28
paper::1097,published in,journal::Jurnal Ilmu Komputer dan Multimedia
author::XdEn69YAAAAJ,writes,paper::1098
paper::1098,has topic,topic::55
paper::1098,published in,journal::Darmabakti Cendekia: Journal of Community Service & Engagements
author::XdEn69YAAAAJ,writes,paper::1099
author::-BuJoD0AAAAJ,writes,paper::1099
paper::1099,has topic,topic::24
paper::1099,published in,journal::Eureka Media Aksara
author::XdEn69YAAAAJ,writes,paper::1100
author::LeRoniwAAAAJ,writes,paper::1100
paper::1100,has topic,topic::9
paper::1100,published in,journal::Proceeding International Conference of Technology on Community and
author::XdEn69YAAAAJ,writes,paper::1101
author::b81qaDkAAAAJ,writes,paper::1101
paper::1101,has topic,topic::46
paper::1101,published in,journal::Penerbit BRIN
author::XdEn69YAAAAJ,writes,paper::1102
author::b81qaDkAAAAJ,writes,paper::1102
paper::1102,has topic,topic::9
paper::1102,published in,journal::Indonesia Post-Pandemic Outlook: Environment and Technology Role for
author::XdEn69YAAAAJ,writes,paper::1103
paper::1103,has topic,topic::56
paper::1103,published in,journal::Indonesia Post-Pandemic Outlook: Environment and Technology Role for
author::XdEn69YAAAAJ,writes,paper::1104
author::b81qaDkAAAAJ,writes,paper::1104
paper::1104,has topic,topic::46
paper::1104,published in,journal::POST-PANDEMIC OUTLOOK
author::XdEn69YAAAAJ,writes,paper::1105
paper::1105,has topic,topic::8
paper::1105,published in,journal::Indonesian Scholars Scientific Summit Taiwan Proceeding
author::XdEn69YAAAAJ,writes,paper::1106
paper::1106,has topic,topic::45
paper::1106,published in,journal::UNIVERSITAS AIRLANGGA
author::XdEn69YAAAAJ,writes,paper::1107
paper::1107,has topic,topic::55
paper::1107,published in,"journal::ID Patent EC00,202,018,681"
author::ZjPpHWsAAAAJ,writes,paper::1108
paper::1108,has topic,topic::47
paper::1108,published in,journal::Jurnal Lintas Karsa
author::ZjPpHWsAAAAJ,writes,paper::1109
author::cY1QGVEAAAAJ,writes,paper::1109
paper::1109,has topic,topic::39
paper::1109,published in,journal::Vocational: Journal of Educational Technology
author::ZjPpHWsAAAAJ,writes,paper::1110
paper::1110,has topic,topic::47
paper::1110,published in,journal::Journal of Innovation And Future Technology
author::ZjPpHWsAAAAJ,writes,paper::1111
author::6MXDzBQAAAAJ,writes,paper::1111
paper::1111,has topic,topic::28
paper::1111,published in,journal::JURTEKSI (jurnal Teknologi dan Sistem Informasi)
author::ZjPpHWsAAAAJ,writes,paper::1112
author::6MXDzBQAAAAJ,writes,paper::1112
paper::1112,has topic,topic::28
paper::1112,published in,journal::JURTEKSI (Jurnal Teknologi dan Sistem Informasi)
author::ZjPpHWsAAAAJ,writes,paper::1113
paper::1113,has topic,topic::49
paper::1113,published in,journal::Innovative: Journal Of Social Science Research
author::ZjPpHWsAAAAJ,writes,paper::1114
paper::1114,has topic,topic::52
paper::1114,published in,journal::Jurnal Minfo Polga
author::ZjPpHWsAAAAJ,writes,paper::1115
paper::1115,has topic,topic::49
paper::1115,published in,journal::Jurnal Minfo Polga
author::ZjPpHWsAAAAJ,writes,paper::1116
paper::1116,has topic,topic::56
paper::1116,published in,journal::Explore
author::ZjPpHWsAAAAJ,writes,paper::1117
paper::1117,has topic,topic::50
paper::1117,published in,journal::JISIP (JURNAL ILMU SOSIAL DAN PENDIDIKAN) Учредители: Lembaga Penelitian dan
author::ZjPpHWsAAAAJ,writes,paper::1118
paper::1118,has topic,topic::13
paper::1118,published in,journal::JISIP (JURNAL ILMU SOSIAL DAN PENDIDIKAN) Учредители: Lembaga Penelitian dan
author::ZjPpHWsAAAAJ,writes,paper::1119
paper::1119,has topic,topic::51
paper::1119,published in,"journal::JURNAL EKONOMI, MANAJEMEN, AKUNTANSI Учредители: CV Ulil Albab Corp"
author::ZjPpHWsAAAAJ,writes,paper::1120
paper::1120,has topic,topic::54
paper::1120,published in,journal::Jurnal Cahaya Mandalika
author::ZjPpHWsAAAAJ,writes,paper::1121
paper::1121,has topic,topic::51
paper::1121,published in,journal::Jurnal Minfo Polga
author::ZjPpHWsAAAAJ,writes,paper::1122
paper::1122,has topic,topic::56
paper::1122,published in,journal::Jurnal Stars
author::ZjPpHWsAAAAJ,writes,paper::1123
paper::1123,has topic,topic::51
paper::1123,published in,journal::Innovative: Journal Of Social Science Research
author::ZjPpHWsAAAAJ,writes,paper::1124
paper::1124,has topic,topic::56
paper::1124,published in,journal::Explore
author::ZjPpHWsAAAAJ,writes,paper::1125
paper::1125,has topic,topic::53
paper::1125,published in,journal::Jurnal Minfo Polga
author::ZjPpHWsAAAAJ,writes,paper::1126
paper::1126,has topic,topic::54
paper::1126,published in,journal::Innovative: Journal Of Social Science Research
author::ZjPpHWsAAAAJ,writes,paper::1127
paper::1127,has topic,topic::57
paper::1127,published in,journal::PT. Sonpedia Publishing Indonesia
author::ZjPpHWsAAAAJ,writes,paper::1128
paper::1128,has topic,topic::56
paper::1128,published in,journal::Jurnal Stars
author::ZjPpHWsAAAAJ,writes,paper::1129
paper::1129,has topic,topic::9
paper::1129,published in,journal::Yayasan Kita Menulis
author::ZjPpHWsAAAAJ,writes,paper::1130
paper::1130,has topic,topic::31
paper::1130,published in,journal::Explore
author::YADiqesAAAAJ,writes,paper::1131
paper::1131,has topic,topic::45
paper::1131,published in,journal::Jurnal Pendidikan Teknologi dan Kejurua
author::YADiqesAAAAJ,writes,paper::1132
author::LsydBAMAAAAJ,writes,paper::1132
paper::1132,has topic,topic::3
paper::1132,published in,journal::International Conference on Indonesian Technical Vocational Education and
author::YADiqesAAAAJ,writes,paper::1133
paper::1133,has topic,topic::45
paper::1133,published in,journal::International Conference on Indonesian Technical Vocational Education and
author::YADiqesAAAAJ,writes,paper::1134
paper::1134,has topic,topic::35
paper::1134,published in,journal::International Conference on Indonesian Technical Vocational Education and
author::YADiqesAAAAJ,writes,paper::1135
paper::1135,has topic,topic::58
paper::1135,published in,journal::Prosiding Seminar Nasional & Internasional
author::YADiqesAAAAJ,writes,paper::1136
paper::1136,has topic,topic::45
paper::1136,published in,journal::European Journal of Education Studies
author::YADiqesAAAAJ,writes,paper::1137
paper::1137,has topic,topic::52
paper::1137,published in,journal::Prosiding Seminar Nasional UNS Vocational Day
author::YADiqesAAAAJ,writes,paper::1138
paper::1138,has topic,topic::45
paper::1138,published in,journal::UPI International Conference on Technical and Vocational Education and
author::YADiqesAAAAJ,writes,paper::1139
paper::1139,has topic,topic::52
paper::1139,published in,journal::PENDIDIKAN VOKASI: TEORI DAN PRAKTIK
author::YADiqesAAAAJ,writes,paper::1140
author::yObeL8gAAAAJ,writes,paper::1140
paper::1140,has topic,topic::31
paper::1140,published in,journal::Pendidikan Vokasi: Teori dan Praktik
author::YADiqesAAAAJ,writes,paper::1141
paper::1141,has topic,topic::52
paper::1141,published in,journal::PENDIDIKAN VOKASI: TEORI DAN PRAKTIK
author::YADiqesAAAAJ,writes,paper::1142
paper::1142,has topic,topic::44
paper::1142,published in,journal::PENDIDIKAN VOKASI: TEORI DAN PRAKTIK
author::YADiqesAAAAJ,writes,paper::1143
paper::1143,has topic,topic::33
paper::1143,published in,journal::PENDIDIKAN VOKASI: TEORI DAN PRAKTIK
author::YADiqesAAAAJ,writes,paper::1144
paper::1144,has topic,topic::45
paper::1144,published in,journal::PENDIDIKAN VOKASI: TEORI DAN PRAKTIK
author::YADiqesAAAAJ,writes,paper::1145
paper::1145,has topic,topic::50
paper::1145,published in,journal::PENDIDIKAN VOKASI: TEORI DAN PRAKTIK
author::YADiqesAAAAJ,writes,paper::1146
paper::1146,has topic,topic::55
paper::1146,published in,journal::Jurnal Mahasiswa Teknologi Pendidika
author::YADiqesAAAAJ,writes,paper::1147
paper::1147,has topic,topic::45
paper::1147,published in,journal::SEAVERN Journals
author::YADiqesAAAAJ,writes,paper::1148
paper::1148,has topic,topic::14
paper::1148,published in,"journal::Prosiding Seminar Nasional UNS Vocational Day 1, 0"
author::YADiqesAAAAJ,writes,paper::1149
paper::1149,has topic,topic::30
paper::1149,published in,"journal::Prosiding Seminar Nasional UNS Vocational Day 1, 0"
author::YADiqesAAAAJ,writes,paper::1150
paper::1150,has topic,topic::9
paper::1150,published in,journal::Jurnal Penelitian dan Evaluasi Pendidika
author::qtFw9UMAAAAJ,writes,paper::1151
author::VwvPnrcAAAAJ,writes,paper::1151
author::FZ00CQ8AAAAJ,writes,paper::1151
author::cY1QGVEAAAAJ,writes,paper::1151
paper::1151,has topic,topic::55
paper::1151,published in,journal::Sivitas: Jurnal Pengabdian dan Pemberdayaan Masyarakat
author::qtFw9UMAAAAJ,writes,paper::1152
paper::1152,has topic,topic::43
paper::1152,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1153
paper::1153,has topic,topic::7
paper::1153,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1154
paper::1154,has topic,topic::43
paper::1154,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1155
paper::1155,has topic,topic::43
paper::1155,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1156
paper::1156,has topic,topic::53
paper::1156,published in,journal::Publikasi Riset Orientasi Teknik Sipil (Proteksi)
author::qtFw9UMAAAAJ,writes,paper::1157
author::cY1QGVEAAAAJ,writes,paper::1157
author::FZ00CQ8AAAAJ,writes,paper::1157
author::34CwHgkAAAAJ,writes,paper::1157
paper::1157,has topic,topic::32
paper::1157,published in,journal::Komatika: Jurnal Pengabdian Kepada Masyarakat
author::qtFw9UMAAAAJ,writes,paper::1158
paper::1158,has topic,topic::23
paper::1158,published in,journal::CONCRETE: Construction and Civil Integration Technology
author::qtFw9UMAAAAJ,writes,paper::1159
paper::1159,has topic,topic::12
paper::1159,published in,journal::CONCRETE: Construction and Civil Integration Technology
author::qtFw9UMAAAAJ,writes,paper::1160
paper::1160,has topic,topic::58
paper::1160,published in,journal::CONCRETE: Construction and Civil Integration Technology
author::qtFw9UMAAAAJ,writes,paper::1161
paper::1161,has topic,topic::23
paper::1161,published in,journal::CONCRETE: Construction and Civil Integration Technology
author::qtFw9UMAAAAJ,writes,paper::1162
paper::1162,has topic,topic::7
paper::1162,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1163
paper::1163,has topic,topic::7
paper::1163,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1164
paper::1164,has topic,topic::7
paper::1164,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1165
paper::1165,has topic,topic::30
paper::1165,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1166
author::8wFXNjYAAAAJ,writes,paper::1166
paper::1166,has topic,topic::7
paper::1166,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1167
paper::1167,has topic,topic::7
paper::1167,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1168
paper::1168,has topic,topic::7
paper::1168,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1169
author::MZCJPuIAAAAJ,writes,paper::1169
paper::1169,has topic,topic::7
paper::1169,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1170
paper::1170,has topic,topic::7
paper::1170,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1171
paper::1171,has topic,topic::7
paper::1171,published in,journal::IT-Edu: Jurnal Information Technology and Educatio
author::qtFw9UMAAAAJ,writes,paper::1172
paper::1172,has topic,topic::0
paper::1172,published in,"journal::Prosiding Seminar Nasional Sains, Teknologi, Ekonomi, Pendidikan dan"
author::qtFw9UMAAAAJ,writes,paper::1173
author::Iq3gzh4AAAAJ,writes,paper::1173
paper::1173,has topic,topic::56
paper::1173,published in,"journal::Prosiding Seminar Nasional Sains, Teknologi, Ekonomi, Pendidikan dan"
author::qtFw9UMAAAAJ,writes,paper::1174
paper::1174,has topic,topic::53
paper::1174,published in,journal::Jurnal Ekonomi dan Sosial Pembanguna
author::qtFw9UMAAAAJ,writes,paper::1175
paper::1175,has topic,topic::29
